	gene	test_stats	test_mean	wt_stats	wt_mean	diff	search_mode	n_models	n_test	n_wt	seed	result_type	t_stat	p_value
24	CDKN2B	[0.63625, 0.48812500000000003, 0.5968749999999999, 0.50875, 0.54, 0.560625, 0.5487500000000001, 0.5506249999999999, 0.5525, 0.6131249999999999, 0.563125, 0.664375, 0.555625, 0.5025, 0.6224999999999999, 0.611875, 0.66125, 0.5075, 0.57, 0.5700000000000001]	0.5712187500000001	[0.6018749999999999, 0.595, 0.544375, 0.5475000000000001, 0.6599999999999999, 0.603125, 0.566875, 0.546875, 0.5525, 0.554375, 0.5762499999999999, 0.523125, 0.586875, 0.558125, 0.54, 0.625625, 0.551875, 0.59625, 0.598125, 0.549375]	0.5739062500000001	-0.002687499999999954	lof	20	180	141	883	empirical_null	-0.1957075902366057	0.8458818270749173
8	CDKN2B	[0.555625, 0.560625, 0.5943750000000001, 0.4875, 0.610625, 0.55125, 0.599375, 0.6625000000000001, 0.5631250000000001, 0.499375, 0.524375, 0.6031249999999999, 0.565, 0.5700000000000001, 0.49625, 0.5700000000000001, 0.495625, 0.5737500000000001, 0.63625, 0.6637500000000001]	0.5691250000000001	[0.53, 0.5775, 0.5918749999999999, 0.5262499999999999, 0.595625, 0.620625, 0.59, 0.550625, 0.69375, 0.5706249999999999, 0.55125, 0.51, 0.576875, 0.54875, 0.53625, 0.5825, 0.524375, 0.558125, 0.55875, 0.47375]	0.563375	0.005750000000000144	lof	20	170	146	911	empirical_null	0.37087222554073473	0.7127922956919426
40	CDKN2B	[0.585, 0.5356249999999999, 0.578125, 0.5543750000000001, 0.614375, 0.599375, 0.571875, 0.6643750000000002, 0.569375, 0.510625, 0.66875, 0.58125, 0.67, 0.59, 0.471875, 0.55125, 0.650625, 0.585625, 0.5618749999999999, 0.619375]	0.5866875	[0.464375, 0.49937500000000007, 0.558125, 0.5487500000000001, 0.6087499999999999, 0.5137499999999999, 0.5725, 0.60375, 0.613125, 0.585, 0.57125, 0.5375, 0.576875, 0.558125, 0.535, 0.6331249999999999, 0.623125, 0.5874999999999999, 0.5275000000000001, 0.53625]	0.5626875000000001	0.02399999999999991	lof	20	185	137	985	empirical_null	1.5860102062780632	0.12102462565123003
2	CDKN2C	[0.609375, 0.580625, 0.624375, 0.544375, 0.61125, 0.55, 0.5675, 0.605, 0.52375, 0.55375, 0.50125, 0.599375, 0.63125, 0.6150000000000001, 0.6331249999999999, 0.5831250000000001, 0.5874999999999999, 0.533125, 0.57375, 0.6056250000000001]	0.58165625	[0.5425, 0.5549999999999999, 0.515, 0.5775000000000001, 0.6325, 0.7093750000000001, 0.513125, 0.595, 0.580625, 0.55125, 0.55625, 0.5575, 0.61125, 0.5550000000000002, 0.5731249999999999, 0.5731249999999999, 0.6525000000000001, 0.529375, 0.5106250000000001, 0.545]	0.57178125	0.009874999999999967	lof	20	73	204	0	observed	0.710911396496078	0.481480161722167
44	CDKN2C	[0.518125, 0.5249999999999999, 0.5425, 0.5800000000000001, 0.558125, 0.4987500000000001, 0.435, 0.5800000000000001, 0.504375, 0.5099999999999999, 0.585625, 0.5750000000000001, 0.571875, 0.62, 0.54, 0.5912499999999999, 0.57125, 0.51625, 0.6481250000000001, 0.5812499999999999]	0.5526249999999999	[0.6231249999999999, 0.575625, 0.550625, 0.519375, 0.6325, 0.7075, 0.59625, 0.58, 0.60875, 0.5631249999999999, 0.5987499999999999, 0.56875, 0.55125, 0.5462500000000001, 0.54, 0.58875, 0.594375, 0.709375, 0.53, 0.48875]	0.5836562499999999	-0.031031249999999955	lof	20	39	239	3	empirical_null	-1.8879707960367607	0.06668321399660299
59	CDKN2C	[0.6287499999999999, 0.528125, 0.53125, 0.6056250000000001, 0.47250000000000003, 0.60625, 0.5975, 0.6125, 0.58375, 0.59, 0.630625, 0.5975, 0.5743750000000001, 0.574375, 0.6012500000000001, 0.60375, 0.6331249999999999, 0.55, 0.5637500000000001, 0.605]	0.5845	[0.595625, 0.5850000000000001, 0.57625, 0.5493750000000001, 0.560625, 0.60375, 0.5912499999999999, 0.5650000000000001, 0.6387499999999999, 0.51375, 0.5618750000000001, 0.615625, 0.57, 0.599375, 0.580625, 0.5325, 0.58875, 0.5443749999999999, 0.6275, 0.5018750000000001]	0.57509375	0.00940625000000006	lof	20	41	246	7	empirical_null	0.7899151303451093	0.43447907612145664
35	CDKN2C	[0.545625, 0.636875, 0.558125, 0.44687499999999997, 0.5925, 0.599375, 0.47624999999999995, 0.5762499999999999, 0.5718749999999999, 0.53125, 0.549375, 0.594375, 0.58625, 0.605, 0.53625, 0.568125, 0.51, 0.49937500000000007, 0.64375, 0.6525000000000001]	0.564	[0.534375, 0.559375, 0.538125, 0.54375, 0.574375, 0.6950000000000001, 0.62375, 0.62, 0.624375, 0.60875, 0.5681250000000001, 0.655, 0.5687500000000001, 0.6056250000000001, 0.535625, 0.5925, 0.5825, 0.636875, 0.5387500000000001, 0.58625]	0.58959375	-0.02559375000000008	lof	20	41	242	27	empirical_null	-1.6378505314085257	0.10970844744122167
28	CDKN2C	[0.723125, 0.60375, 0.5543750000000001, 0.526875, 0.578125, 0.63, 0.5875, 0.59375, 0.6012500000000001, 0.595, 0.63625, 0.57625, 0.53625, 0.60625, 0.5831250000000001, 0.641875, 0.539375, 0.6512500000000001, 0.661875, 0.5443749999999999]	0.5985312500000001	[0.575, 0.5950000000000001, 0.549375, 0.5399999999999999, 0.6212500000000001, 0.6543749999999999, 0.58125, 0.569375, 0.575625, 0.46625000000000005, 0.6537499999999999, 0.514375, 0.6243749999999999, 0.708125, 0.47625000000000006, 0.601875, 0.44625000000000004, 0.5493750000000001, 0.6012500000000001, 0.4575]	0.5680312499999999	0.030500000000000194	lof	20	47	248	33	empirical_null	1.5930522644438354	0.11943377662045528
62	CDKN2C	[0.5625, 0.56125, 0.5431250000000001, 0.5356249999999999, 0.5031249999999999, 0.48562500000000003, 0.5312499999999999, 0.629375, 0.5375, 0.63125, 0.670625, 0.571875, 0.5449999999999999, 0.6418750000000001, 0.60875, 0.5225, 0.5987499999999999, 0.478125, 0.57625, 0.65875]	0.56965625	[0.59875, 0.5499999999999999, 0.5418749999999999, 0.5931249999999999, 0.594375, 0.5293749999999999, 0.5531249999999999, 0.54625, 0.556875, 0.504375, 0.6043750000000001, 0.56625, 0.5462499999999999, 0.576875, 0.521875, 0.5481250000000001, 0.5525, 0.599375, 0.6212499999999999, 0.483125]	0.55940625	0.010249999999999981	lof	20	40	239	43	empirical_null	0.6888089549371537	0.4951278184918848
50	CDKN2C	[0.5562499999999999, 0.570625, 0.515625, 0.48624999999999996, 0.56, 0.59, 0.5575, 0.6375, 0.51625, 0.596875, 0.55, 0.5668749999999999, 0.58625, 0.608125, 0.561875, 0.5625, 0.486875, 0.5375, 0.51, 0.573125]	0.5565	[0.5725, 0.5206250000000001, 0.545625, 0.59375, 0.5918749999999999, 0.610625, 0.55625, 0.499375, 0.6275, 0.52625, 0.5687500000000001, 0.619375, 0.51625, 0.495625, 0.575625, 0.5875, 0.615625, 0.5525, 0.610625, 0.52]	0.5653125	-0.008812500000000001	lof	20	43	245	154	empirical_null	-0.6866560733448029	0.4964685619402057
22	CDKN2C	[0.57875, 0.595625, 0.553125, 0.5543750000000001, 0.4937500000000001, 0.5887499999999999, 0.521875, 0.5531250000000001, 0.6143749999999999, 0.49624999999999997, 0.536875, 0.531875, 0.586875, 0.47750000000000004, 0.675, 0.568125, 0.603125, 0.5231250000000001, 0.528125, 0.6225]	0.56015625	[0.559375, 0.47562499999999996, 0.511875, 0.559375, 0.6400000000000001, 0.545, 0.48375000000000007, 0.59375, 0.6281249999999999, 0.474375, 0.515625, 0.660625, 0.5068750000000001, 0.5974999999999999, 0.556875, 0.591875, 0.565, 0.563125, 0.559375, 0.569375]	0.5578749999999999	0.0022812500000001235	lof	20	41	242	290	empirical_null	0.14198704608442164	0.8878403714371884
53	CDKN2C	[0.641875, 0.525625, 0.5968749999999999, 0.568125, 0.5375, 0.556875, 0.530625, 0.5225, 0.619375, 0.49187500000000006, 0.46125, 0.59125, 0.5375, 0.5687500000000001, 0.5706249999999999, 0.5925, 0.640625, 0.6043749999999999, 0.58625, 0.62375]	0.5684062499999999	[0.639375, 0.6337499999999999, 0.573125, 0.5681250000000001, 0.6712499999999999, 0.559375, 0.53, 0.564375, 0.6543749999999999, 0.5731249999999999, 0.61375, 0.640625, 0.589375, 0.57, 0.6074999999999999, 0.5731250000000001, 0.57625, 0.5918749999999999, 0.60375, 0.611875]	0.5972500000000001	-0.028843750000000168	lof	20	42	235	323	empirical_null	-2.1279203131269657	0.03988988640113522
47	CDKN2C	[0.5375, 0.5475, 0.54625, 0.57375, 0.591875, 0.6350000000000001, 0.48125000000000007, 0.5893750000000001, 0.5725, 0.595, 0.6475, 0.54125, 0.5281250000000001, 0.65625, 0.585, 0.629375, 0.60375, 0.5575, 0.5706249999999999, 0.565]	0.57771875	[0.508125, 0.578125, 0.64375, 0.616875, 0.564375, 0.5862499999999999, 0.5362500000000001, 0.559375, 0.54, 0.45312499999999994, 0.5675, 0.569375, 0.5856250000000001, 0.576875, 0.5562499999999999, 0.600625, 0.5625, 0.660625, 0.5825, 0.5625]	0.5705312499999999	0.007187500000000013	lof	20	49	234	347	empirical_null	0.5179628447343426	0.607486922424529
16	CDKN2C	[0.495625, 0.57125, 0.623125, 0.6225, 0.638125, 0.5800000000000001, 0.6637500000000001, 0.628125, 0.5774999999999999, 0.63125, 0.6456249999999999, 0.598125, 0.62625, 0.6112500000000001, 0.6587500000000001, 0.590625, 0.6575, 0.635625, 0.515, 0.6231249999999999]	0.60965625	[0.556875, 0.564375, 0.5175, 0.5575, 0.534375, 0.578125, 0.553125, 0.5462499999999999, 0.5700000000000001, 0.5156250000000001, 0.5862499999999999, 0.6031250000000001, 0.52625, 0.525625, 0.49562500000000004, 0.519375, 0.576875, 0.516875, 0.55625, 0.55875]	0.5479375	0.061718750000000044	lof	20	36	252	430	empirical_null	5.230470543382878	6.4495526169391504e-06
38	CDKN2C	[0.6225, 0.586875, 0.5762499999999999, 0.469375, 0.5606249999999999, 0.584375, 0.525625, 0.51875, 0.5675, 0.58625, 0.578125, 0.595, 0.425, 0.569375, 0.59, 0.55875, 0.7168750000000002, 0.513125, 0.638125, 0.514375]	0.56484375	[0.5474999999999999, 0.489375, 0.605, 0.609375, 0.57875, 0.600625, 0.59375, 0.565, 0.5325, 0.516875, 0.61, 0.485, 0.455625, 0.58375, 0.59625, 0.615, 0.531875, 0.6312499999999999, 0.579375, 0.64625]	0.56865625	-0.0038124999999999964	lof	20	39	248	602	empirical_null	-0.21095554727450133	0.8340491828434767
11	CDKN2C	[0.5606249999999999, 0.6025, 0.5974999999999999, 0.533125, 0.53625, 0.5962500000000001, 0.550625, 0.5925, 0.536875, 0.5975, 0.575, 0.49874999999999997, 0.5974999999999999, 0.560625, 0.585, 0.6200000000000001, 0.548125, 0.524375, 0.5887499999999999, 0.619375]	0.5710625	[0.5131249999999999, 0.5800000000000001, 0.533125, 0.526875, 0.6525, 0.5743750000000001, 0.589375, 0.515625, 0.62375, 0.540625, 0.5643750000000001, 0.5718749999999999, 0.5625, 0.6056250000000001, 0.579375, 0.679375, 0.576875, 0.590625, 0.64375, 0.536875]	0.5780312499999999	-0.006968749999999857	lof	20	53	234	749	empirical_null	-0.5481620576916195	0.5867866843002458
19	CDKN2C	[0.59875, 0.516875, 0.599375, 0.57875, 0.58875, 0.5825, 0.659375, 0.5625, 0.5618749999999999, 0.544375, 0.584375, 0.59625, 0.530625, 0.620625, 0.5225, 0.64125, 0.5774999999999999, 0.588125, 0.6075000000000002, 0.563125]	0.58125	[0.60625, 0.52, 0.49750000000000005, 0.60875, 0.524375, 0.593125, 0.54, 0.543125, 0.530625, 0.54375, 0.5943749999999999, 0.6200000000000001, 0.56375, 0.536875, 0.5712499999999999, 0.6125, 0.49375, 0.5675, 0.56125, 0.575]	0.5601875	0.021062500000000095	lof	20	39	249	751	empirical_null	1.79029520536809	0.0813766683209758
6	CDKN2C	[0.6575, 0.5549999999999999, 0.5874999999999999, 0.580625, 0.5693750000000001, 0.5218749999999999, 0.535625, 0.6074999999999999, 0.5687500000000001, 0.5650000000000001, 0.65, 0.585625, 0.605, 0.584375, 0.65875, 0.58, 0.6068749999999999, 0.504375, 0.629375, 0.6150000000000001]	0.58840625	[0.61625, 0.61375, 0.58125, 0.568125, 0.609375, 0.6125, 0.565625, 0.47562499999999996, 0.604375, 0.588125, 0.604375, 0.596875, 0.62375, 0.588125, 0.5425, 0.538125, 0.6162500000000001, 0.635625, 0.583125, 0.5249999999999999]	0.5844375	0.003968749999999965	lof	20	40	235	756	empirical_null	0.3080634043088955	0.7597164542067554
56	CDKN2C	[0.526875, 0.595625, 0.5868749999999999, 0.585, 0.505, 0.61625, 0.45375, 0.446875, 0.6406249999999999, 0.5518749999999999, 0.5237499999999999, 0.44999999999999996, 0.545625, 0.526875, 0.61625, 0.46437500000000004, 0.61625, 0.606875, 0.500625, 0.59125]	0.5475312500000001	[0.519375, 0.59375, 0.50875, 0.581875, 0.5075000000000001, 0.6475, 0.521875, 0.48749999999999993, 0.67375, 0.535, 0.56375, 0.515, 0.514375, 0.5918749999999999, 0.5618749999999999, 0.524375, 0.62, 0.661875, 0.65375, 0.49750000000000005]	0.5640625	-0.016531249999999886	lof	20	44	237	798	empirical_null	-0.8501884176274579	0.40054557775245825
32	CDKN2C	[0.5525, 0.558125, 0.5575, 0.49187499999999995, 0.5556249999999999, 0.5856250000000001, 0.5543750000000001, 0.593125, 0.5725, 0.58375, 0.5675, 0.526875, 0.53875, 0.5725, 0.595, 0.644375, 0.5650000000000001, 0.540625, 0.57375, 0.586875]	0.5658125	[0.656875, 0.5650000000000001, 0.533125, 0.49750000000000005, 0.5956250000000001, 0.629375, 0.578125, 0.569375, 0.628125, 0.5206249999999999, 0.623125, 0.67625, 0.554375, 0.55125, 0.5543750000000001, 0.626875, 0.4724999999999999, 0.674375, 0.63625, 0.47125000000000006]	0.5807187500000001	-0.01490625000000001	lof	20	44	244	820	empirical_null	-0.9546056130322821	0.3458107376755464
65	CDKN2C	[0.550625, 0.6325000000000001, 0.5387500000000001, 0.475, 0.55875, 0.594375, 0.6068749999999999, 0.628125, 0.56125, 0.525, 0.53625, 0.5987500000000001, 0.5762499999999999, 0.5075000000000001, 0.64125, 0.5818749999999999, 0.6162500000000001, 0.510625, 0.665, 0.615]	0.5760000000000001	[0.515, 0.584375, 0.505, 0.59, 0.5787500000000001, 0.595, 0.51, 0.49875, 0.5943749999999999, 0.59125, 0.594375, 0.521875, 0.661875, 0.529375, 0.5831249999999999, 0.6125, 0.525625, 0.5918749999999999, 0.5181250000000001, 0.5137499999999999]	0.56075	0.015250000000000097	lof	20	43	240	872	empirical_null	0.997491752665866	0.32483563340097565
25	CDKN2C	[0.649375, 0.5356249999999999, 0.56375, 0.58125, 0.528125, 0.57125, 0.5824999999999999, 0.5774999999999999, 0.516875, 0.5181250000000001, 0.620625, 0.589375, 0.5625, 0.62625, 0.51625, 0.505625, 0.5437500000000001, 0.544375, 0.534375, 0.6343749999999999]	0.56509375	[0.6218750000000001, 0.52875, 0.51375, 0.5912499999999999, 0.630625, 0.63, 0.6612500000000001, 0.5625, 0.619375, 0.589375, 0.55625, 0.624375, 0.5275000000000001, 0.609375, 0.568125, 0.661875, 0.62375, 0.6018749999999999, 0.575, 0.473125]	0.5884999999999999	-0.023406249999999962	lof	20	47	242	883	empirical_null	-1.5885896418336038	0.12043992406413502
9	CDKN2C	[0.5231250000000001, 0.5925, 0.535625, 0.558125, 0.533125, 0.5075, 0.43375, 0.550625, 0.44562500000000005, 0.6706249999999999, 0.47125, 0.535, 0.5393749999999999, 0.55125, 0.5743750000000001, 0.6187500000000001, 0.5193749999999999, 0.5425, 0.566875, 0.5281250000000001]	0.539875	[0.565, 0.59, 0.54375, 0.488125, 0.573125, 0.60875, 0.545625, 0.54, 0.616875, 0.57, 0.5875, 0.556875, 0.57875, 0.5625, 0.585625, 0.631875, 0.5900000000000001, 0.64125, 0.5487500000000001, 0.53875]	0.57315625	-0.03328125000000004	lof	20	36	242	911	empirical_null	-2.2961965166729463	0.02727101589016464
41	CDKN2C	[0.5962500000000001, 0.5875, 0.5700000000000001, 0.5268750000000001, 0.5075, 0.54375, 0.535, 0.579375, 0.516875, 0.568125, 0.548125, 0.541875, 0.56375, 0.6018749999999999, 0.5549999999999999, 0.5425, 0.57375, 0.545625, 0.688125, 0.580625]	0.5636249999999999	[0.6, 0.599375, 0.556875, 0.6218750000000001, 0.549375, 0.564375, 0.5406249999999999, 0.565, 0.6912499999999999, 0.526875, 0.591875, 0.6287499999999999, 0.6, 0.578125, 0.5543750000000001, 0.56875, 0.599375, 0.609375, 0.6124999999999999, 0.5231250000000001]	0.58409375	-0.020468750000000036	lof	20	41	248	985	empirical_null	-1.6444377721103676	0.10833484790690305
3	MDM2	[0.614375, 0.6712499999999999, 0.5293749999999999, 0.615, 0.561875, 0.590625, 0.511875, 0.54, 0.530625, 0.5818749999999999, 0.5249999999999999, 0.595, 0.5800000000000001, 0.51625, 0.553125, 0.5856250000000001, 0.595, 0.571875, 0.60625, 0.611875]	0.5743437499999999	[0.606875, 0.58375, 0.573125, 0.5493750000000001, 0.56375, 0.596875, 0.62625, 0.519375, 0.5412499999999999, 0.514375, 0.6825, 0.6, 0.5856250000000001, 0.528125, 0.5675, 0.5675, 0.49124999999999996, 0.5700000000000001, 0.5706249999999999, 0.480625]	0.5659375000000001	0.008406249999999837	lof	20	31	238	0	observed	0.6037659647509687	0.5495867899195872
29	MDM2	[0.68375, 0.609375, 0.554375, 0.571875, 0.52625, 0.533125, 0.52, 0.629375, 0.595, 0.495625, 0.525, 0.625625, 0.5725, 0.54125, 0.619375, 0.5399999999999999, 0.53375, 0.53125, 0.5399999999999999, 0.6375]	0.5692499999999998	[0.5756249999999999, 0.606875, 0.516875, 0.5331250000000001, 0.6037499999999999, 0.64125, 0.550625, 0.521875, 0.6074999999999999, 0.64, 0.5862499999999999, 0.583125, 0.51625, 0.551875, 0.609375, 0.56125, 0.5931249999999999, 0.645625, 0.63375, 0.6425000000000001]	0.5860312500000002	-0.016781250000000414	lof	20	28	249	33	empirical_null	-1.1270507818079907	0.2667878140203603
13	MDM2	[0.5662499999999999, 0.605625, 0.5724999999999999, 0.5299999999999999, 0.5418750000000001, 0.48999999999999994, 0.47437500000000005, 0.578125, 0.589375, 0.620625, 0.5825, 0.534375, 0.59625, 0.58, 0.609375, 0.57125, 0.6475, 0.58125, 0.644375, 0.56625]	0.5740937500000001	[0.580625, 0.52875, 0.5487500000000001, 0.594375, 0.57125, 0.68125, 0.598125, 0.52625, 0.63375, 0.5337500000000001, 0.6225, 0.5543750000000001, 0.6100000000000001, 0.5662499999999999, 0.564375, 0.5775, 0.506875, 0.5868749999999999, 0.5731250000000001, 0.5643750000000001]	0.5761562500000001	-0.002062500000000078	lof	20	29	229	749	empirical_null	-0.15315370990731442	0.8790874606798367
