	gene	test_stats	test_mean	wt_stats	wt_mean	diff	search_mode	n_models	n_test	n_wt	seed	result_type	t_stat	p_value
21	CDKN2B	[0.65417982, 0.64263616, 0.62400132, 0.6338343399999999, 0.63428044, 0.63246158, 0.65380422, 0.6385603200000001, 0.6363638399999999, 0.65877308, 0.6420046599999999, 0.6475374599999999, 0.6409855, 0.6372863, 0.63774018, 0.64197604, 0.63188448, 0.6380551799999999, 0.6488968399999999, 0.66364702]	0.641945439	[0.63549916, 0.63049464, 0.6488833400000001, 0.6402476000000001, 0.63539378, 0.6440557800000001, 0.63596978, 0.63813868, 0.6470649, 0.63883286, 0.62563442, 0.63550932, 0.62872308, 0.63680518, 0.62786626, 0.6428155, 0.6500081600000001, 0.6389311200000001, 0.6372209200000001, 0.64068472]	0.6379389600000002	0.004006478999999841	amp	108	192	135	913	empirical_null	1.5024597590365125	0.14124385505863285
49	CDKN2B	[0.6043031999999999, 0.59403834, 0.59275426, 0.5901337600000001, 0.59920124, 0.5938287, 0.59568394, 0.59074632, 0.5912468599999999, 0.5913002199999999, 0.59674906, 0.6013341400000001, 0.5982594, 0.59902732, 0.59691688, 0.5880966, 0.59067644, 0.6041614, 0.5966044, 0.59383954]	0.5954451009999999	[0.5853034400000001, 0.60628802, 0.5978814199999999, 0.5889485600000001, 0.60593438, 0.5980977, 0.6077324199999999, 0.6286299200000001, 0.5976121999999999, 0.5941681, 0.59632692, 0.5982324, 0.5866104, 0.6291956999999999, 0.60552036, 0.5915542599999999, 0.6173890599999999, 0.6052521, 0.59894772, 0.5949951800000001]	0.601731013	-0.00628591200000006	amp	44	55	196	938	empirical_null	-2.168866668528393	0.036417825583347385
2	CDKN2C	[0.58867868, 0.58926116, 0.5950907999999999, 0.5868329400000001, 0.5989114600000001, 0.59196056, 0.58825392, 0.58380044, 0.58808414, 0.5921833200000001, 0.58352766, 0.58850212, 0.5942136599999999, 0.58566832, 0.59220964, 0.58542912, 0.5846838, 0.57967314, 0.5897258000000001, 0.59391302]	0.5890301850000002	[0.6253084600000001, 0.6236209000000001, 0.617116, 0.62594068, 0.6102620000000001, 0.5952369000000001, 0.61495594, 0.61341488, 0.62519084, 0.6003835399999999, 0.5993289399999999, 0.6251870799999999, 0.6072415000000001, 0.6118553, 0.60301224, 0.60297958, 0.60768678, 0.6027783800000001, 0.62247022, 0.6180078999999999]	0.6125989030000001	-0.023568717999999933	amp	52	66	204	0	observed	-9.56508252446481	1.157622434867169e-11
73	CDKN2C	[0.61344406, 0.61423862, 0.62288972, 0.5971765, 0.6142099799999999, 0.62066734, 0.6158899600000001, 0.6113124, 0.60931322, 0.6178766, 0.61763618, 0.6243678, 0.6077537000000001, 0.61513996, 0.6150422600000001, 0.6093079, 0.61951102, 0.59551504, 0.62648136, 0.6130161]	0.614039486	[0.5882413, 0.579947, 0.59951428, 0.5813831399999999, 0.5961719200000001, 0.57752396, 0.61085898, 0.58507798, 0.57490988, 0.59422514, 0.60255664, 0.59244416, 0.57933886, 0.5992865, 0.61758986, 0.57082898, 0.57239994, 0.5793769200000001, 0.58174806, 0.57525616]	0.587933983	0.02610550300000003	amp	35	44	193	33	empirical_null	7.6284326519538945	3.5290391270749526e-09
76	CDKN2C	[0.6195132999999999, 0.60538716, 0.6173501800000001, 0.61369232, 0.61834312, 0.6134742799999999, 0.6194994199999999, 0.61207966, 0.61572796, 0.6160028, 0.62071068, 0.62769204, 0.60828262, 0.6182677599999999, 0.61529506, 0.61837776, 0.61627218, 0.6093993799999999, 0.60578642, 0.6020513]	0.6146602699999999	[0.58819114, 0.59683542, 0.5727385599999999, 0.59808688, 0.59791634, 0.59464218, 0.58287774, 0.57936272, 0.5939756399999999, 0.57389082, 0.5989302599999999, 0.60220894, 0.58175704, 0.57225468, 0.58433606, 0.58224728, 0.5802417599999999, 0.6181733399999999, 0.5947903, 0.5709385]	0.58821978	0.026440489999999928	amp	33	42	200	92	empirical_null	8.637835794672188	1.694225328446341e-10
40	CDKN2C	[0.6178000400000001, 0.6126796200000001, 0.60365314, 0.6000535600000001, 0.60469352, 0.61109968, 0.60936436, 0.61383558, 0.60133332, 0.6054716, 0.59757726, 0.60172414, 0.61247588, 0.59872968, 0.59493478, 0.5920425, 0.59530524, 0.5956714000000001, 0.6144985, 0.60282744]	0.604288562	[0.60137998, 0.60754608, 0.6055316599999999, 0.58045612, 0.5964054400000001, 0.59860198, 0.59254634, 0.5966425, 0.5802138, 0.61116684, 0.61639292, 0.59476522, 0.57696574, 0.5817813399999999, 0.61337032, 0.60534384, 0.6017378600000001, 0.59466468, 0.59211408, 0.57472834]	0.596117754	0.00817080800000003	amp	46	58	237	169	empirical_null	2.5312909708111144	0.015623083956074481
67	CDKN2C	[0.6178000400000001, 0.6126796200000001, 0.60365314, 0.6000535600000001, 0.60469352, 0.61109968, 0.60936436, 0.61383558, 0.60133332, 0.6054716, 0.59757726, 0.60172414, 0.61247588, 0.59872968, 0.59493478, 0.5920425, 0.59530524, 0.5956714000000001, 0.6144985, 0.60282744]	0.604288562	[0.60137998, 0.60754608, 0.6055316599999999, 0.58045612, 0.5964054400000001, 0.59860198, 0.59254634, 0.5966425, 0.5802138, 0.61116684, 0.61639292, 0.59476522, 0.57696574, 0.5817813399999999, 0.61337032, 0.60534384, 0.6017378600000001, 0.59466468, 0.59211408, 0.57472834]	0.596117754	0.00817080800000003	amp	46	58	237	169	empirical_null	2.5312909708111144	0.015623083956074481
64	CDKN2C	[0.67803188, 0.6718418199999999, 0.6765382199999999, 0.6786245200000001, 0.6740159600000001, 0.67073628, 0.6740196800000001, 0.66275252, 0.670703, 0.6684983399999999, 0.6794786400000001, 0.65779218, 0.6713626400000001, 0.66973196, 0.68032042, 0.6697330199999999, 0.6809172000000001, 0.67404412, 0.66721082, 0.6732099199999999]	0.6724781569999999	[0.63567284, 0.6349561, 0.6328866000000001, 0.6340585200000001, 0.63157732, 0.6272559799999999, 0.6322814400000001, 0.6311681600000001, 0.6361760799999999, 0.6270444, 0.6339039000000001, 0.6451186, 0.6385788000000001, 0.6311329400000001, 0.6373647200000001, 0.6394215, 0.6428219799999999, 0.61883896, 0.62717708, 0.63127134]	0.633435363	0.03904279399999988	amp	126	158	164	273	empirical_null	20.94375156203862	1.8053155970799575e-22
82	CDKN2C	[0.62351874, 0.6182002, 0.62530316, 0.6234837200000001, 0.62504066, 0.62294096, 0.6258684200000001, 0.6219209, 0.61849616, 0.61691108, 0.62122866, 0.62922258, 0.6215007, 0.62272092, 0.62063654, 0.61724304, 0.6201562199999999, 0.62118892, 0.62397238, 0.6316077]	0.622558083	[0.61471294, 0.62399362, 0.60058904, 0.60844434, 0.6328397600000001, 0.6121399599999999, 0.5960827000000001, 0.61843898, 0.5846087400000001, 0.6119205, 0.6026742199999999, 0.6247807000000001, 0.60971084, 0.59547222, 0.61282494, 0.6300450200000001, 0.61517092, 0.63241722, 0.60565222, 0.6260342999999999]	0.6129276590000001	0.009630423999999915	amp	61	77	207	332	empirical_null	3.154973325369479	0.0031344287304204393
54	CDKN2C	[0.6170586400000001, 0.6245780599999999, 0.61582104, 0.61372602, 0.6129039000000001, 0.6204475999999999, 0.60987174, 0.61865334, 0.62608512, 0.63131586, 0.6106505, 0.62244156, 0.62093418, 0.62686582, 0.6144144199999999, 0.62710952, 0.61566776, 0.61372112, 0.6245270399999999, 0.63001854]	0.619840589	[0.61020586, 0.59116162, 0.57065968, 0.61178942, 0.5978304400000001, 0.6216801799999999, 0.5972054400000001, 0.5695558599999999, 0.60198396, 0.5952810599999999, 0.60609846, 0.58954914, 0.60963512, 0.58049104, 0.60275184, 0.60166336, 0.57620872, 0.60366664, 0.5846285999999999, 0.60855888]	0.596530266	0.02331032300000002	amp	40	50	251	346	empirical_null	6.625122419387397	7.942060511730709e-08
29	CDKN2C	[0.60346248, 0.6064769, 0.60989196, 0.6026736800000001, 0.61604342, 0.59032738, 0.6026526400000001, 0.59548178, 0.6007184200000001, 0.6005917000000001, 0.60867276, 0.6067039599999999, 0.5965666199999999, 0.5955334999999999, 0.6052813, 0.60403516, 0.60909724, 0.60303588, 0.6114689, 0.60679874]	0.6037757210000001	[0.57976848, 0.593448, 0.62390338, 0.59774494, 0.593179, 0.6116299000000001, 0.59575226, 0.5797571600000001, 0.60210844, 0.60685834, 0.60780944, 0.5797344, 0.59342108, 0.58378288, 0.5883032199999999, 0.61372998, 0.59921284, 0.5850348, 0.58487166, 0.61209782]	0.5966074010000001	0.007168320000000006	amp	39	49	220	428	empirical_null	2.242879044988861	0.030816135799678367
59	CDKN2C	[0.6384944, 0.64121714, 0.63771402, 0.6357457799999999, 0.63953026, 0.6422151599999999, 0.6369324, 0.63486224, 0.63322084, 0.6459183199999999, 0.63186748, 0.63105814, 0.6414504, 0.6358738, 0.6383355599999999, 0.6332909800000001, 0.6358887, 0.63241692, 0.63839798, 0.64097908]	0.6372704800000001	[0.6297562400000001, 0.6412519599999998, 0.6255487599999999, 0.62865432, 0.62776166, 0.6468742800000001, 0.63077696, 0.6504202000000001, 0.6303211800000001, 0.63766664, 0.62456258, 0.63365268, 0.6429189200000001, 0.6308647, 0.6209591799999999, 0.6502955800000001, 0.62083808, 0.65872446, 0.6417246, 0.6277556599999999]	0.6350664320000001	0.0022040479999999585	amp	96	120	210	482	empirical_null	0.8684107859159744	0.3906211609670466
94	CDKN2C	[0.6412238600000001, 0.6432436, 0.64068274, 0.6400942599999999, 0.6459272199999999, 0.63234386, 0.63571138, 0.6343647999999998, 0.6300352600000001, 0.63712822, 0.6320353799999999, 0.64111514, 0.63502812, 0.64694762, 0.63121076, 0.6322234600000001, 0.6401148000000001, 0.6276453200000001, 0.64855696, 0.6370371399999999]	0.637633495	[0.6390872799999999, 0.63412704, 0.62447098, 0.64255364, 0.65461062, 0.6375951200000001, 0.63498374, 0.6325434999999999, 0.6502312599999999, 0.6264915799999999, 0.6442839599999999, 0.63156722, 0.6370837, 0.63634698, 0.6354385600000001, 0.6197963, 0.6303463599999999, 0.6363175799999999, 0.6496806799999999, 0.64131708]	0.6369436589999999	0.0006898360000000547	amp	100	125	206	566	empirical_null	0.2943000623103153	0.7701303238903501
36	CDKN2C	[0.61857734, 0.6123841999999999, 0.60723936, 0.61588484, 0.6002828, 0.61207906, 0.60993892, 0.5997915, 0.61251592, 0.6067518599999999, 0.60407108, 0.60174578, 0.60210312, 0.61205818, 0.6127955, 0.60984786, 0.59843928, 0.61168988, 0.60405636, 0.60867384]	0.608046334	[0.60028224, 0.5992116, 0.60031542, 0.59889366, 0.61441714, 0.61067408, 0.59411568, 0.59368674, 0.5854204, 0.6276322599999999, 0.6167033599999999, 0.5991842, 0.58577032, 0.6047819400000001, 0.6010414, 0.5919476400000001, 0.58336106, 0.632095, 0.6173018, 0.5784852599999999]	0.6017660599999999	0.006280274000000086	amp	40	51	222	572	empirical_null	1.8112768745946692	0.07800825710068209
89	CDKN2C	[0.6543648000000001, 0.65225916, 0.6456748600000001, 0.65041984, 0.64843656, 0.64760436, 0.6608068199999999, 0.6509626199999999, 0.6418320799999999, 0.6510275200000001, 0.64317166, 0.6512116, 0.66221168, 0.64824856, 0.6477904, 0.64661112, 0.65474258, 0.6442549, 0.6535924, 0.6507203199999999]	0.6502971919999999	[0.65095688, 0.63882046, 0.63343262, 0.6280094199999999, 0.6377623, 0.6432247000000001, 0.6478379599999999, 0.64299546, 0.6415495200000001, 0.63659904, 0.6403488999999999, 0.6474070000000001, 0.6431492599999998, 0.6424101999999999, 0.65229068, 0.63533142, 0.64521676, 0.6459252999999999, 0.6425643999999999, 0.63309488]	0.6414463579999999	0.008850833999999974	amp	112	141	165	573	empirical_null	4.8859669038072875	1.8945525091520682e-05
13	CDKN2C	[0.6481264200000001, 0.65119028, 0.66416876, 0.65001904, 0.6549525199999999, 0.65008652, 0.63903324, 0.6562570600000001, 0.63828466, 0.65646524, 0.65967824, 0.6603000400000001, 0.65141492, 0.64325856, 0.65600416, 0.66204898, 0.62636832, 0.65558178, 0.6519187399999999, 0.6635172199999999]	0.6519337349999998	[0.62171336, 0.62834426, 0.62461258, 0.62756024, 0.62469316, 0.6233570199999999, 0.6176108600000001, 0.61464762, 0.6227625999999999, 0.62182724, 0.61348006, 0.6171776000000001, 0.62174012, 0.61978254, 0.6239712000000001, 0.6249284599999999, 0.61893398, 0.6172533, 0.62376494, 0.62800922]	0.6218085179999999	0.030125216999999926	amp	102	197	128	709	empirical_null	12.991841002435718	1.4851840240307012e-15
26	CDKN2C	[0.6160567399999999, 0.62035366, 0.62467998, 0.62621386, 0.6234444600000001, 0.62720954, 0.6242365, 0.61847164, 0.6263272400000001, 0.62139036, 0.62417804, 0.61161226, 0.61157216, 0.62574622, 0.6216187999999999, 0.62188922, 0.6070239399999999, 0.6131066, 0.6185659, 0.60859318]	0.619614515	[0.60507802, 0.6176423799999999, 0.59998008, 0.61633972, 0.6120903400000001, 0.61575146, 0.60034934, 0.6104248, 0.6023457000000001, 0.6099043199999999, 0.60663328, 0.6066713800000001, 0.59605422, 0.60892188, 0.61026466, 0.60762862, 0.60641182, 0.61374134, 0.6171120600000001, 0.59898242]	0.6081163920000001	0.01149812299999986	amp	66	83	160	785	empirical_null	5.768740375862297	1.1820252257563235e-06
8	CDKN2C	[0.67336906, 0.6731252000000001, 0.6748207399999999, 0.66527766, 0.67274606, 0.67965856, 0.6697641799999999, 0.66502108, 0.6708838399999999, 0.6761916600000001, 0.66928744, 0.66420782, 0.6755305799999999, 0.6709499000000001, 0.6591809599999999, 0.65763044, 0.6658236, 0.67104794, 0.67669542, 0.66957448]	0.6700393309999999	[0.6355652399999999, 0.6330868599999999, 0.63119954, 0.6383420799999999, 0.62979808, 0.63449604, 0.62971304, 0.6460448, 0.6437029400000001, 0.6372990199999999, 0.62611278, 0.63276304, 0.6323971599999999, 0.6412072400000001, 0.6364533400000001, 0.6265183799999999, 0.6391958600000001, 0.6381139, 0.64053478, 0.63778434]	0.635516423	0.03452290799999991	amp	127	159	159	844	empirical_null	19.573321393350724	1.9095589591245532e-21
20	CDKN2C	[0.62598722, 0.63360702, 0.63327658, 0.62008418, 0.63857866, 0.62678054, 0.62758816, 0.61791192, 0.6358464199999999, 0.6317275600000001, 0.62137106, 0.62586348, 0.62884266, 0.6184776199999998, 0.62123676, 0.63065522, 0.6255952, 0.6277384, 0.6346213199999999, 0.62739784]	0.6276593910000001	[0.61986832, 0.62331364, 0.62297878, 0.6145035, 0.62937632, 0.60892786, 0.62861884, 0.6133665399999999, 0.62040492, 0.6161719800000001, 0.61111116, 0.6109128399999999, 0.6137506400000001, 0.62184138, 0.6201734200000001, 0.6009170399999999, 0.5938994000000001, 0.6230885399999999, 0.6253748, 0.61047774]	0.6164538829999999	0.011205508000000197	amp	68	86	203	913	empirical_null	4.680556672466956	3.58230187913813e-05
50	CDKN2C	[0.6442351199999998, 0.64219122, 0.64729758, 0.6569475, 0.6534309599999999, 0.65248488, 0.6466485800000001, 0.6381332999999999, 0.6362653999999999, 0.6466583399999999, 0.63588688, 0.6327616800000001, 0.6486062, 0.6393601800000001, 0.64911692, 0.63822298, 0.6503812600000001, 0.6362619399999999, 0.6345434600000001, 0.63209682]	0.6430765599999999	[0.61037352, 0.63121014, 0.63145082, 0.62352416, 0.61504478, 0.62777314, 0.6198939800000001, 0.62766808, 0.6246866, 0.6077891799999999, 0.62679984, 0.6259462, 0.62610458, 0.62284704, 0.61383592, 0.61178922, 0.6058872, 0.6178367, 0.62756898, 0.6178559199999999]	0.6207942999999999	0.022282259999999998	amp	65	82	196	938	empirical_null	9.213804779403855	3.159166125323453e-11
18	CDKN2C	[0.63897554, 0.65110652, 0.6415770999999999, 0.6418540399999999, 0.6570762400000001, 0.64547068, 0.6457849400000001, 0.63761092, 0.6475515000000001, 0.6479104799999998, 0.6390385399999999, 0.6404071199999999, 0.6511260799999999, 0.64141018, 0.64999732, 0.63651938, 0.63815654, 0.6353314999999999, 0.63890388, 0.64048114]	0.643314482	[0.64136394, 0.63404196, 0.64328996, 0.6409402800000001, 0.6413550000000001, 0.64279286, 0.64093354, 0.6502064, 0.64368464, 0.64455546, 0.64123452, 0.6472502, 0.64353004, 0.63606014, 0.64659234, 0.65198312, 0.65310552, 0.65816708, 0.64442656, 0.65479806]	0.645015581	-0.0017010990000000392	amp	110	181	138	951	empirical_null	-0.8988858262475572	0.3743742697064725
3	MDM2	[0.60244702, 0.6192750400000001, 0.6139078, 0.62246102, 0.6168994400000001, 0.62820462, 0.6260220999999999, 0.6124772799999999, 0.63001598, 0.61551316, 0.62006644, 0.6265625, 0.62582854, 0.6130806599999999, 0.61723648, 0.62186924, 0.6241808, 0.6264449, 0.6278610800000001, 0.62643364]	0.620839387	[0.61602724, 0.60671674, 0.6106324599999999, 0.60109338, 0.6268153599999999, 0.5961981000000001, 0.60257878, 0.60327156, 0.60369696, 0.60632854, 0.59941634, 0.60722674, 0.5972217000000001, 0.6177082199999999, 0.6189539000000001, 0.60510352, 0.59682192, 0.61116144, 0.61730834, 0.59625064]	0.607026594	0.013812792999999934	amp	59	74	238	0	observed	5.534395806168745	2.4771656050305904e-06
74	MDM2	[0.61060848, 0.61600766, 0.60307068, 0.63137024, 0.6164135000000001, 0.6189303, 0.6111736000000001, 0.62475976, 0.6129567, 0.6058029, 0.6143932599999999, 0.61447488, 0.6251182, 0.60479226, 0.61381018, 0.6162255000000001, 0.61238664, 0.62279008, 0.61880868, 0.61588666]	0.615489008	[0.6022339200000001, 0.60328318, 0.6099233599999999, 0.6041010400000001, 0.5904332800000001, 0.59684684, 0.6107655, 0.58735928, 0.6040112400000001, 0.58717222, 0.64008004, 0.61944144, 0.6095754800000001, 0.60351304, 0.5882416, 0.6038231199999999, 0.6204681999999999, 0.5999190200000001, 0.6092558, 0.62745916]	0.6058953380000001	0.009593669999999888	amp	52	66	250	33	empirical_null	2.8102635071294113	0.0077814365921564516
77	MDM2	[0.6164563399999999, 0.6071857, 0.6092107400000001, 0.61145744, 0.6086197, 0.6143542, 0.61671626, 0.6049070400000001, 0.59858154, 0.59589878, 0.60366842, 0.60138736, 0.6093457600000001, 0.60933106, 0.6067576, 0.6029762399999999, 0.61082702, 0.60931964, 0.6021382, 0.5962034]	0.606767122	[0.6007851399999999, 0.60796964, 0.60874954, 0.60928094, 0.61597316, 0.61685782, 0.61091436, 0.61072798, 0.6100545, 0.6092213200000001, 0.62559034, 0.61562746, 0.60230072, 0.60022616, 0.60900222, 0.5999475400000001, 0.62650604, 0.59505076, 0.6038256599999999, 0.6018839]	0.60902476	-0.0022576380000000063	amp	56	71	193	92	empirical_null	-0.9887821054607143	0.3290242922416359
42	MDM2	[0.6307941800000001, 0.63947584, 0.6276775000000001, 0.6263811, 0.6240797800000001, 0.6352167200000001, 0.6272977799999999, 0.62921034, 0.6278174, 0.6220973399999999, 0.6285435, 0.6344244600000001, 0.62303808, 0.6333342200000001, 0.6402476199999999, 0.6332599400000001, 0.6211064599999999, 0.6275600000000001, 0.6304523799999999, 0.62108248]	0.6291548560000001	[0.60417838, 0.60858708, 0.5942810399999999, 0.6046144600000001, 0.60100332, 0.6113634, 0.6241356, 0.62658766, 0.59570052, 0.6138003999999999, 0.6180900600000001, 0.61472808, 0.5840523799999999, 0.60992466, 0.61996808, 0.61394882, 0.6075231999999999, 0.6243982399999999, 0.6121901000000001, 0.6043510400000001]	0.609671326	0.019483530000000138	amp	59	74	247	169	empirical_null	7.16939727696057	1.452536094101378e-08
69	MDM2	[0.6307941800000001, 0.63947584, 0.6276775000000001, 0.6263811, 0.6240797800000001, 0.6352167200000001, 0.6272977799999999, 0.62921034, 0.6278174, 0.6220973399999999, 0.6285435, 0.6344244600000001, 0.62303808, 0.6333342200000001, 0.6402476199999999, 0.6332599400000001, 0.6211064599999999, 0.6275600000000001, 0.6304523799999999, 0.62108248]	0.6291548560000001	[0.60417838, 0.60858708, 0.5942810399999999, 0.6046144600000001, 0.60100332, 0.6113634, 0.6241356, 0.62658766, 0.59570052, 0.6138003999999999, 0.6180900600000001, 0.61472808, 0.5840523799999999, 0.60992466, 0.61996808, 0.61394882, 0.6075231999999999, 0.6243982399999999, 0.6121901000000001, 0.6043510400000001]	0.609671326	0.019483530000000138	amp	59	74	247	169	empirical_null	7.16939727696057	1.452536094101378e-08
63	MDM2	[0.65473604, 0.64848036, 0.63708002, 0.6508783600000001, 0.6439433400000002, 0.6455521799999999, 0.6579081199999999, 0.6637786, 0.6460250999999999, 0.65316744, 0.6424717, 0.6403186, 0.64987562, 0.64401578, 0.6459212599999999, 0.6467773200000001, 0.649557, 0.65049368, 0.6496734599999999, 0.6467178]	0.648368589	[0.62718798, 0.6253095000000001, 0.6339945, 0.62487404, 0.6361123, 0.62980512, 0.6392905799999999, 0.62072554, 0.62453142, 0.61956114, 0.62359968, 0.62705852, 0.6298235, 0.6424683600000001, 0.63443344, 0.6169918400000001, 0.63859994, 0.62064954, 0.61518288, 0.6290939]	0.627964686	0.020403903000000057	amp	92	116	173	273	empirical_null	9.343612571646496	2.1760129360480908e-11
34	MDM2	[0.6139519, 0.6117279600000001, 0.6239399800000001, 0.6230886199999999, 0.62177154, 0.62368624, 0.6198953, 0.6256967400000001, 0.6190747400000001, 0.61555246, 0.61900372, 0.62063294, 0.62037228, 0.61155344, 0.6200345, 0.61439582, 0.61802546, 0.61715556, 0.61344924, 0.6131967999999999]	0.6183102619999999	[0.61690014, 0.6183383600000001, 0.59614694, 0.6061780400000001, 0.6161400399999999, 0.61006372, 0.633888, 0.6172584000000001, 0.61240962, 0.6049638, 0.59710324, 0.5994303200000001, 0.61159574, 0.59736362, 0.6134179200000001, 0.6179129600000001, 0.63052656, 0.6361855399999999, 0.6135861800000001, 0.6243589599999999]	0.6136884050000001	0.0046218569999998405	amp	60	76	205	299	empirical_null	1.6637111366630797	0.10439697645468972
84	MDM2	[0.6353304, 0.63662632, 0.62421958, 0.63293228, 0.62397748, 0.6323719600000001, 0.63412026, 0.62014732, 0.62607438, 0.63891812, 0.6261477000000001, 0.6344147400000001, 0.6250518, 0.63209982, 0.625126, 0.6293469599999999, 0.62777094, 0.6378218, 0.6207368, 0.62748156]	0.6295358109999999	[0.6244893399999999, 0.6313851, 0.6312029800000001, 0.6189433, 0.6201674199999999, 0.60367996, 0.5958313599999999, 0.62014806, 0.62608286, 0.6175841599999999, 0.60905418, 0.6137551600000001, 0.6034617800000001, 0.62581298, 0.61856798, 0.6123657, 0.6016682, 0.6313699, 0.6174348999999999, 0.64512868]	0.6184066999999999	0.011129111000000025	amp	68	86	191	332	empirical_null	3.7452405106825486	0.0005965691655452066
56	MDM2	[0.6321095600000001, 0.62452764, 0.63507094, 0.6301408000000001, 0.63052206, 0.6233963, 0.6395952, 0.62281272, 0.63973526, 0.62456204, 0.6368185199999999, 0.63386028, 0.63637868, 0.62610082, 0.6373472200000001, 0.63043848, 0.63564104, 0.6398143000000001, 0.63527422, 0.62261776]	0.6318381919999999	[0.6012651, 0.6024183999999999, 0.60851094, 0.60552388, 0.60848468, 0.62295892, 0.60856632, 0.60451284, 0.60588278, 0.59511426, 0.6178053, 0.5853964, 0.6048281799999999, 0.59757074, 0.6096453599999999, 0.6126887, 0.6218639599999999, 0.61355976, 0.60016986, 0.60147444]	0.606412041	0.025426150999999897	amp	60	76	222	346	empirical_null	10.558817626235612	7.371985562946475e-13
31	MDM2	[0.6540778800000001, 0.6568826400000001, 0.6514753400000001, 0.65845332, 0.66597358, 0.6687335799999999, 0.65374848, 0.6675069600000001, 0.66967294, 0.6693881399999999, 0.6518206000000001, 0.6706087, 0.6560769000000001, 0.66111036, 0.6583437600000001, 0.6584018599999999, 0.65475586, 0.65322198, 0.6602196599999999, 0.67072462]	0.6605598579999999	[0.6358277, 0.6436761200000001, 0.63096356, 0.63883122, 0.62935648, 0.6483408399999999, 0.6360037199999999, 0.63843588, 0.6385940800000001, 0.64311094, 0.63159282, 0.64085362, 0.63314972, 0.6452506800000001, 0.63847444, 0.6323714, 0.6449793600000001, 0.63294244, 0.6363572200000001, 0.6509114199999999]	0.6385011830000001	0.022058674999999806	amp	120	150	173	428	empirical_null	10.791089406550189	3.9453458836257904e-13
93	MDM2	[0.60923378, 0.62280458, 0.62362192, 0.61622674, 0.6093927, 0.6338689, 0.61875312, 0.6170279999999999, 0.62229698, 0.6305379, 0.6241283599999999, 0.61792066, 0.622821, 0.61713404, 0.61672794, 0.6144909, 0.6082196, 0.6262220399999999, 0.62887352, 0.62188392]	0.6201093299999999	[0.606518, 0.62453342, 0.62601376, 0.61939784, 0.61881304, 0.60511108, 0.62336302, 0.6269708399999999, 0.6316152199999999, 0.6276192399999999, 0.61276574, 0.62356312, 0.62055036, 0.62414542, 0.61842294, 0.63081658, 0.61785292, 0.6013278599999999, 0.6269627400000001, 0.61632852]	0.620134583	-2.525300000011388e-05	amp	66	83	194	566	empirical_null	-0.010372230174109412	0.9917785703625841
38	MDM2	[0.6588074399999999, 0.65411402, 0.66258614, 0.65014644, 0.6498880800000001, 0.6601579599999999, 0.654094, 0.65577252, 0.6491269599999999, 0.6611743, 0.6527509799999999, 0.6658034799999999, 0.6456142800000001, 0.65558484, 0.65298576, 0.6593524, 0.65565834, 0.64890192, 0.6602230399999999, 0.6600385599999999]	0.655639073	[0.6372264000000001, 0.6329433, 0.6404372599999999, 0.6314498199999999, 0.63109266, 0.62964758, 0.62357228, 0.6311903, 0.6204771, 0.6226039800000001, 0.6290013400000001, 0.63587358, 0.62970778, 0.6276579200000001, 0.62885136, 0.63421198, 0.63800634, 0.62842152, 0.6304896, 0.63689108]	0.630987659	0.024651414000000038	amp	101	127	151	572	empirical_null	14.79628412534678	2.352266865467782e-17
88	MDM2	[0.59907522, 0.6066174599999999, 0.5981819, 0.60864678, 0.6098166, 0.60082752, 0.6047182200000001, 0.6026145599999999, 0.6045913199999999, 0.5926716399999999, 0.5989782800000001, 0.6037669200000001, 0.60891554, 0.61059818, 0.6024858200000001, 0.5986712, 0.59938246, 0.5988764400000001, 0.59443826, 0.61122684]	0.602755058	[0.59578216, 0.6035794, 0.5935575799999999, 0.61230914, 0.59220072, 0.59866298, 0.5866037199999999, 0.58406682, 0.59765552, 0.60980142, 0.5921652399999999, 0.5914385400000001, 0.59743332, 0.58716526, 0.59819018, 0.60103712, 0.57746032, 0.6003250800000001, 0.5752848599999999, 0.5815281]	0.5938123739999999	0.00894268400000009	amp	40	50	189	573	empirical_null	3.579796356202445	0.0009605309211431194
12	MDM2	[0.60897796, 0.617252, 0.6194579800000001, 0.61681508, 0.61822994, 0.62081736, 0.6173263800000001, 0.6107878, 0.60419712, 0.6127787, 0.62375178, 0.6215387199999999, 0.6118213, 0.62260272, 0.6143563000000001, 0.6263882199999999, 0.61840672, 0.61677042, 0.61660684, 0.60907566]	0.6163979499999999	[0.5920664199999999, 0.60947394, 0.61459268, 0.6099028599999999, 0.6158148, 0.6191150000000001, 0.60819914, 0.58894978, 0.6243945, 0.59776588, 0.6081627000000001, 0.61163238, 0.60147672, 0.6213494399999999, 0.59716346, 0.60779596, 0.63615626, 0.6122879999999999, 0.60632996, 0.60970146]	0.609616567	0.006781382999999863	amp	62	78	193	709	empirical_null	2.444460950673711	0.019257014567922042
